PID,Fraud,DeductibleAmt,AmtReimbursed,CountOfCID,AvgAmtReimb,AvgAmtDed,CountOfBene,AvgReimbPerBene,AvgDedPerBene,AvgAge
PRV56819,No,24564,220900,25,8836,983,23,9604,1068,79
PRV56820,No,0,820,5,164,0,4,205,0,70
PRV56821,No,70,3160,12,263,6,11,287,6,70
PRV56823,No,10,6320,18,351,1,15,421,1,79
PRV56824,No,130,47540,136,350,1,125,380,1,74
PRV56826,No,4362,20870,24,870,182,24,870,182,74
PRV56828,No,400,40510,142,285,3,131,309,3,74
PRV56829,No,340,56270,193,292,2,95,592,4,71
PRV56830,No,100,6580,7,940,14,7,940,14,79
PRV56831,No,0,760,5,152,0,5,152,0,70
PRV56832,No,0,7520,11,684,0,11,684,0,68
PRV56833,No,0,710,8,89,0,7,101,0,75
PRV56834,No,1068,6850,16,428,67,6,1142,178,82
PRV56835,No,290,24640,103,239,3,52,474,6,69
PRV56836,No,0,740,3,247,0,3,247,0,73
PRV56837,No,90,17170,42,409,2,27,636,3,76
PRV56839,No,2136,17870,12,1489,178,12,1489,178,75
PRV56840,No,580,19090,89,214,7,33,578,18,78
PRV56843,No,0,860,2,430,0,2,430,0,91
PRV56845,No,130,600,9,67,14,9,67,14,80
PRV56846,No,30,7020,21,334,1,9,780,3,77
PRV56850,No,160,4650,17,274,9,6,775,27,73
PRV56851,No,60,7380,20,369,3,7,1054,9,80
PRV56852,No,90,1960,20,98,5,9,218,10,70
PRV56853,No,40,5340,27,198,1,6,890,7,74
PRV56854,No,0,600,3,200,0,3,200,0,74
PRV56855,No,100,290,4,73,25,3,97,33,76
PRV56856,No,270,23670,90,263,3,31,764,9,76
PRV56857,No,0,16480,46,358,0,20,824,0,75
PRV56858,No,220,7870,40,197,6,23,342,10,72
PRV56860,No,0,2570,3,857,0,3,857,0,74
PRV56861,No,0,5560,31,179,0,22,253,0,73
PRV56862,No,0,2990,14,214,0,8,374,0,84
PRV56863,No,100,14070,52,271,2,29,485,3,69
PRV56864,No,0,3800,24,158,0,12,317,0,78
PRV56866,No,110,27180,68,400,2,23,1182,5,84
PRV56867,No,70,3430,9,381,8,8,429,9,73
PRV56868,No,0,7590,18,422,0,7,1084,0,72
PRV56869,No,50,11220,36,312,1,24,468,2,75
PRV56870,No,13884,119000,13,9154,1068,13,9154,1068,77
PRV56871,No,50,4350,11,395,5,11,395,5,77
PRV56873,No,1068,6070,2,3035,534,2,3035,534,80
PRV56877,Yes,16070,170410,44,3873,365,34,5012,473,75
PRV56878,No,40,6660,26,256,2,8,833,5,80
PRV56879,No,100,8140,7,1163,14,6,1357,17,67
PRV56880,No,0,260,2,130,0,2,130,0,70
PRV56881,No,150,17200,78,221,2,31,555,5,72
PRV56882,No,40,4050,21,193,2,10,405,4,76
PRV56884,No,100,1440,8,180,13,8,180,13,73
PRV56885,No,9612,66050,10,6605,961,6,11008,1602,72
PRV56886,No,0,1360,11,124,0,3,453,0,79
PRV56887,No,230,9120,36,253,6,11,829,21,84
PRV56888,No,10,6050,10,605,1,10,605,1,72
PRV56889,No,5790,126550,50,2531,116,29,4364,200,73
PRV56890,No,60,4270,12,356,5,5,854,12,84
PRV56891,No,20,10,1,10,20,1,10,20,47
PRV56892,No,0,3180,13,245,0,5,636,0,72
PRV56893,No,0,3020,7,431,0,7,431,0,81
PRV56894,No,0,4360,26,168,0,23,190,0,73
PRV56895,No,13884,145000,14,10357,992,14,10357,992,74
PRV56896,No,3204,60000,3,20000,1068,3,20000,1068,66
PRV56897,No,7476,62000,8,7750,935,8,7750,935,74
PRV56900,No,2136,19000,2,9500,1068,2,9500,1068,85
PRV56901,No,20,10190,66,154,0,48,212,0,73
PRV56902,No,1068,4000,1,4000,1068,1,4000,1068,82
PRV56903,No,2136,57000,2,28500,1068,2,28500,1068,67
PRV56904,No,4272,28000,4,7000,1068,4,7000,1068,71
PRV56905,No,50,6080,15,405,3,13,468,4,73
PRV56906,No,6408,52100,7,7443,915,7,7443,915,65
PRV56907,No,0,5820,15,388,0,15,388,0,73
PRV56908,No,1068,5060,2,2530,534,2,2530,534,69
PRV56909,No,3204,18590,7,2656,458,6,3098,534,65
PRV56910,No,4272,37260,5,7452,854,5,7452,854,68
PRV56912,No,7476,90000,7,12857,1068,7,12857,1068,75
PRV56914,No,6408,70000,6,11667,1068,6,11667,1068,71
PRV56915,No,4272,30900,4,7725,1068,4,7725,1068,82
PRV56916,No,11748,113700,11,10336,1068,10,11370,1175,71
PRV56917,No,2136,14880,8,1860,267,7,2126,305,67
PRV56918,Yes,7476,142000,7,20286,1068,7,20286,1068,70
PRV56919,No,0,30,2,15,0,2,15,0,78
PRV56920,No,0,80,1,80,0,1,80,0,74
PRV56923,No,310,6030,41,147,8,27,223,11,76
PRV56926,No,0,20,1,20,0,1,20,0,75
PRV56928,No,110,6530,32,204,3,28,233,4,74
PRV56929,No,140,7670,45,170,3,32,240,4,73
PRV56930,No,0,6680,24,278,0,19,352,0,77
PRV56931,No,0,6610,21,315,0,17,389,0,70
PRV56932,No,30,810,9,90,3,8,101,4,80
PRV56933,No,0,4660,12,388,0,12,388,0,66
PRV56934,No,0,450,6,75,0,6,75,0,77
PRV56935,No,0,13190,24,550,0,15,879,0,75
PRV56937,No,0,310,5,62,0,5,62,0,66
PRV56938,No,80,3840,22,175,4,21,183,4,74
PRV56939,No,80,5080,16,318,5,15,339,5,72
PRV56941,No,100,4280,21,204,5,20,214,5,74
PRV56942,No,40,6960,24,290,2,23,303,2,77
PRV56944,No,0,180,3,60,0,3,60,0,77
PRV56945,No,150,21400,57,375,3,41,522,4,75
PRV56946,No,0,120,2,60,0,1,120,0,68
PRV56947,No,20,580,3,193,7,3,193,7,73
PRV56948,No,0,670,3,223,0,3,223,0,79
PRV56949,No,500,31960,104,307,5,43,743,12,73
PRV56950,No,0,1140,3,380,0,3,380,0,66
PRV56951,No,70,5170,19,272,4,8,646,9,74
PRV56953,No,140,2870,20,144,7,19,151,7,76
PRV56954,No,0,2910,20,146,0,19,153,0,76
PRV56956,No,0,2810,5,562,0,5,562,0,68
PRV56957,No,590,44400,138,322,4,108,411,5,70
PRV56958,No,0,4980,13,383,0,12,415,0,76
PRV56960,No,30,2540,8,318,4,8,318,4,71
PRV56963,No,0,1440,6,240,0,6,240,0,79
PRV56964,No,0,1000,5,200,0,5,200,0,69
PRV56965,No,0,650,3,217,0,3,217,0,76
PRV56966,No,0,240,2,120,0,2,120,0,69
PRV56967,No,380,25440,91,280,4,79,322,5,73
PRV56969,No,0,10,1,10,0,1,10,0,85
PRV56970,No,0,210,2,105,0,2,105,0,60
PRV56971,No,0,400,4,100,0,4,100,0,75
PRV56972,No,60,23760,48,495,1,45,528,1,77
PRV56973,No,10,5220,17,307,1,17,307,1,76
PRV56974,No,0,80,1,80,0,1,80,0,99
PRV56976,No,0,1940,6,323,0,6,323,0,81
PRV56977,No,0,1040,8,130,0,8,130,0,79
PRV56978,No,330,24030,120,200,3,97,248,3,74
PRV56980,No,0,3070,17,181,0,17,181,0,71
PRV56981,No,0,710,7,101,0,7,101,0,73
PRV56982,No,100,9470,24,395,4,21,451,5,73
PRV56984,No,0,780,3,260,0,3,260,0,71
PRV56985,No,40,1940,17,114,2,17,114,2,69
PRV56986,No,0,310,2,155,0,2,155,0,78
PRV56987,No,0,1210,7,173,0,7,173,0,77
PRV56988,No,0,0,1,0,0,1,0,0,68
PRV56989,No,0,110,2,55,0,2,55,0,72
PRV56990,No,0,8320,55,151,0,11,756,0,72
PRV56991,No,0,6640,15,443,0,15,443,0,73
PRV56992,No,0,100,2,50,0,2,50,0,84
PRV56993,No,100,5400,24,225,4,24,225,4,74
PRV56995,No,0,4330,10,433,0,10,433,0,75
PRV56996,No,0,2040,11,185,0,11,185,0,75
PRV56997,No,40,2180,25,87,2,24,91,2,71
PRV56998,No,0,330,2,165,0,2,165,0,78
PRV56999,No,40,2350,8,294,5,8,294,5,73
PRV57000,No,150,18910,61,310,2,55,344,3,72
PRV57002,No,140,10450,50,209,3,49,213,3,73
PRV57004,No,410,33440,123,272,3,93,360,4,73
PRV57005,No,0,310,2,155,0,2,155,0,70
PRV57006,No,360,40560,105,386,3,61,665,6,73
PRV57010,No,280,24130,57,423,5,56,431,5,74
PRV57011,No,190,3760,17,221,11,16,235,12,77
PRV57013,No,0,15650,41,382,0,31,505,0,72
PRV57014,No,350,17170,76,226,5,46,373,8,74
PRV57015,No,150,22930,44,521,3,39,588,4,74
PRV57016,No,17088,197600,16,12350,1068,15,13173,1139,69
PRV57017,Yes,23496,266100,23,11570,1022,21,12671,1119,78
PRV57018,Yes,24564,332690,33,10082,744,31,10732,792,72
PRV57020,No,6408,53000,6,8833,1068,6,8833,1068,72
PRV57021,Yes,14952,137000,14,9786,1068,12,11417,1246,75
PRV57023,No,14952,173000,15,11533,997,15,11533,997,72
PRV57024,No,9612,132700,9,14744,1068,9,14744,1068,74
PRV57025,Yes,18156,144640,49,2952,371,45,3214,403,73
PRV57030,Yes,17188,204810,57,3593,302,53,3864,324,73
PRV57031,No,16360,203600,152,1339,108,145,1404,113,76
PRV57033,No,18276,217330,53,4101,345,49,4435,373,73
PRV57034,No,21480,196130,64,3065,336,63,3113,341,73
PRV57036,No,0,8700,20,435,0,20,435,0,70
PRV57038,No,90,6310,33,191,3,33,191,3,74
PRV57039,No,0,910,5,182,0,4,228,0,83
PRV57041,No,0,5170,26,199,0,21,246,0,77
PRV57043,No,0,50,1,50,0,1,50,0,58
PRV57046,No,260,28790,97,297,3,56,514,5,68
PRV57047,No,170,4130,16,258,11,16,258,11,68
PRV57048,No,0,220,5,44,0,5,44,0,66
PRV57049,Yes,19224,266560,22,12116,874,22,12116,874,73
PRV57051,No,0,1470,3,490,0,3,490,0,71
PRV57052,No,40,7720,13,594,3,13,594,3,78
PRV57053,No,0,11400,23,496,0,16,713,0,73
PRV57054,No,40,5190,27,192,1,18,288,2,74
PRV57056,No,0,1250,10,125,0,10,125,0,78
PRV57057,No,230,10560,26,406,9,10,1056,23,62
PRV57058,No,0,10520,29,363,0,8,1315,0,66
PRV57059,No,160,4250,9,472,18,9,472,18,73
PRV57061,No,0,100,1,100,0,1,100,0,56
PRV57062,No,60,16020,58,276,1,42,381,1,78
PRV57063,No,0,40,1,40,0,1,40,0,72
PRV57067,No,150,3050,18,169,8,13,235,12,73
PRV57069,No,2136,4000,2,2000,1068,2,2000,1068,70
PRV57072,No,4272,30000,4,7500,1068,4,7500,1068,69
PRV57073,No,10680,108000,10,10800,1068,9,12000,1187,72
PRV57074,No,7476,59000,7,8429,1068,7,8429,1068,84
PRV57075,No,2136,16000,2,8000,1068,2,8000,1068,72
PRV57076,No,1068,10000,2,5000,534,2,5000,534,69
PRV57077,No,3204,29000,3,9667,1068,2,14500,1602,67
PRV57078,No,10680,75000,10,7500,1068,9,8333,1187,79
PRV57080,No,1068,57000,1,57000,1068,1,57000,1068,81
PRV57081,No,38448,414000,37,11189,1039,34,12176,1131,75
PRV57082,No,5340,100000,5,20000,1068,5,20000,1068,72
PRV57084,No,7476,62040,8,7755,935,8,7755,935,80
PRV57085,No,5340,42000,5,8400,1068,5,8400,1068,75
PRV57086,No,5340,53000,6,8833,890,6,8833,890,78
PRV57087,No,4272,31000,4,7750,1068,4,7750,1068,78
PRV57088,No,6408,50590,10,5059,641,10,5059,641,72
PRV57089,No,3204,21000,3,7000,1068,3,7000,1068,75
PRV57091,No,4272,46000,4,11500,1068,3,15333,1424,79
PRV57092,No,2136,7000,2,3500,1068,2,3500,1068,80
PRV57093,No,1068,5000,1,5000,1068,1,5000,1068,75
PRV57094,No,3204,48000,3,16000,1068,3,16000,1068,82
PRV57096,Yes,11748,160000,11,14545,1068,11,14545,1068,74
PRV57097,No,3204,21000,3,7000,1068,3,7000,1068,75
PRV57098,No,51264,490000,49,10000,1046,47,10426,1091,76
PRV57099,No,10,6440,14,460,1,13,495,1,70
PRV57100,No,60,7580,25,303,2,18,421,3,78
PRV57101,No,31242,369680,263,1406,119,211,1752,148,72
PRV57102,No,4272,63450,16,3966,267,16,3966,267,74
PRV57103,Yes,35172,892770,2049,436,17,804,1110,44,72
PRV57104,Yes,9912,161630,135,1197,73,61,2650,162,69
PRV57105,No,0,540,4,135,0,3,180,0,72
PRV57107,No,0,5410,13,416,0,12,451,0,73
PRV57108,No,5440,73170,49,1493,111,45,1626,121,78
PRV57109,No,6708,86790,86,1009,78,78,1113,86,72
PRV57110,No,1088,16830,19,886,57,19,886,57,78
PRV57112,No,32190,286220,160,1789,201,134,2136,240,72
PRV57113,No,2206,28350,7,4050,315,7,4050,315,75
PRV57115,No,1068,14050,12,1171,89,12,1171,89,80
PRV57116,No,0,590,7,84,0,7,84,0,79
PRV57117,Yes,71656,552370,190,2907,377,140,3946,512,72
PRV57118,No,50,2480,13,191,4,10,248,5,62
PRV57119,No,0,1330,5,266,0,4,333,0,70
PRV57120,No,13984,187050,48,3897,291,46,4066,304,73
PRV57121,No,3304,35470,38,933,87,16,2217,207,76
PRV57122,No,1068,10140,14,724,76,13,780,82,73
PRV57124,No,9712,106940,58,1844,167,55,1944,177,73
PRV57125,No,790,95950,370,259,2,154,623,5,72
PRV57126,No,10720,82620,43,1921,249,42,1967,255,73
PRV57127,No,8544,81530,22,3706,388,22,3706,388,70
PRV57128,No,60,20130,60,336,1,56,359,1,70
PRV57129,No,33478,397490,282,1410,119,244,1629,137,72
PRV57130,No,0,260,3,87,0,2,130,0,81
PRV57131,No,0,880,2,440,0,1,880,0,84
PRV57132,No,0,3940,9,438,0,4,985,0,74
PRV57133,No,0,1650,14,118,0,4,413,0,66
PRV57134,No,0,2870,16,179,0,15,191,0,70
PRV57136,No,40,8240,43,192,1,26,317,2,72
PRV57137,No,50,9990,43,232,1,21,476,2,80
PRV57138,No,0,3480,6,580,0,6,580,0,74
PRV57139,No,0,5750,16,359,0,13,442,0,68
PRV57140,No,0,450,2,225,0,2,225,0,86
PRV57141,No,16020,175530,17,10325,942,14,12538,1144,72
PRV57142,No,0,6770,12,564,0,7,967,0,80
PRV57143,No,0,100,1,100,0,1,100,0,73
PRV57144,No,7476,70000,8,8750,935,8,8750,935,75
PRV57145,No,4272,70000,4,17500,1068,4,17500,1068,78
PRV57146,No,9612,103000,9,11444,1068,9,11444,1068,76
PRV57147,No,0,4160,12,347,0,12,347,0,68
PRV57148,No,16360,200830,83,2420,197,66,3043,248,72
PRV57149,No,280,27390,143,192,2,129,212,2,73
PRV57150,No,250,37160,166,224,2,123,302,2,76
PRV57151,No,1390,169030,515,328,3,231,732,6,73
PRV57152,No,1390,102480,400,256,3,383,268,4,74
PRV57153,No,190,29690,94,316,2,92,323,2,73
PRV57154,No,320,14630,52,281,6,39,375,8,72
PRV57156,No,450,70570,215,328,2,105,672,4,75
PRV57157,No,16450,190460,156,1221,105,90,2116,183,71
PRV57158,Yes,31602,411610,271,1519,117,138,2983,229,74
PRV57159,No,1230,62310,228,273,5,118,528,10,76
PRV57160,No,250,36750,101,364,2,97,379,3,77
PRV57161,No,0,1480,6,247,0,6,247,0,77
PRV57162,Yes,6708,195680,104,1882,65,51,3837,132,69
PRV57165,No,2276,39720,37,1074,62,32,1241,71,76
PRV57166,Yes,31242,294700,151,1952,207,128,2302,244,73
PRV57167,Yes,480,65100,238,274,2,102,638,5,74
PRV57168,No,80,37140,75,495,1,67,554,1,73
PRV57169,No,18156,161880,31,5222,586,26,6226,698,72
PRV57170,Yes,1950,168360,579,291,3,232,726,8,75
PRV57171,No,3864,54690,191,286,20,66,829,59,74
PRV57172,Yes,96456,1386100,1760,788,55,605,2291,159,73
PRV57173,Yes,104190,1326410,1225,1083,85,938,1414,111,74
PRV57174,No,12846,95930,54,1776,238,48,1999,268,74
PRV57175,No,230,32600,78,418,3,76,429,3,73
PRV57176,No,4672,61520,131,470,36,105,586,44,71
PRV57177,Yes,77498,848370,564,1504,137,257,3301,302,74
PRV57179,Yes,27090,337460,206,1638,132,140,2410,194,76
PRV57181,No,100,31910,121,264,1,48,665,2,78
PRV57182,No,5400,77000,76,1013,71,63,1222,86,73
PRV57183,No,200,13170,52,253,4,45,293,4,75
PRV57184,No,2556,66960,115,582,22,75,893,34,72
PRV57185,Yes,7886,157400,186,846,42,102,1543,77,73
PRV57186,No,360,11860,42,282,9,36,329,10,71
PRV57187,No,180,35010,114,307,2,98,357,2,74
PRV57188,No,5420,47780,21,2275,258,18,2654,301,76
PRV57189,Yes,3634,112310,256,439,14,127,884,29,74
PRV57190,No,180,23850,83,287,2,63,379,3,74
PRV57191,Yes,198846,2424430,1500,1616,133,784,3092,254,74
PRV57192,No,1240,138900,407,341,3,185,751,7,74
PRV57193,No,1400,103520,393,263,4,171,605,8,75
PRV57194,No,2246,24260,30,809,75,26,933,86,76
PRV57196,No,10710,94830,68,1395,158,42,2258,255,74
PRV57197,No,8744,115540,100,1155,87,50,2311,175,71
PRV57198,No,3364,29200,54,541,62,43,679,78,72
PRV57199,No,50,1970,7,281,7,7,281,7,74
PRV57200,No,130,12150,25,486,5,24,506,5,72
PRV57202,No,560,40810,165,247,3,85,480,7,76
PRV57203,No,2246,45610,47,970,48,47,970,48,73
PRV57204,Yes,21920,221970,133,1669,165,81,2740,271,74
PRV57205,No,13366,135680,93,1459,144,87,1560,154,74
PRV57206,Yes,8586,235300,490,480,18,228,1032,38,73
PRV57207,No,160,18710,73,256,2,49,382,3,74
PRV57208,No,8704,224580,113,1987,77,109,2060,80,75
PRV57209,Yes,19110,485040,1108,438,17,564,860,34,73
PRV57210,Yes,10890,137020,43,3187,253,35,3915,311,77
PRV57211,No,8824,81930,111,738,79,104,788,85,75
PRV57212,No,290,34670,101,343,3,60,578,5,72
PRV57213,No,250,34040,82,415,3,76,448,3,74
PRV57215,No,7476,48970,11,4452,680,9,5441,831,70
PRV57216,No,10840,106260,82,1296,132,62,1714,175,75
PRV57217,No,9752,119060,62,1920,157,59,2018,165,72
PRV57218,No,1040,123230,413,298,3,285,432,4,74
PRV57219,No,0,11830,46,257,0,36,329,0,72
PRV57223,Yes,36312,280530,54,5195,672,49,5725,741,75
PRV57224,No,2656,78960,214,369,12,144,548,18,73
PRV57225,No,50806,437520,178,2458,285,145,3017,350,74
PRV57227,No,21360,191800,52,3688,411,50,3836,427,75
PRV57228,No,37632,379370,529,717,71,337,1126,112,74
PRV57230,Yes,27130,299570,181,1655,150,160,1872,170,74
PRV57231,No,19234,179300,48,3735,401,42,4269,458,73
PRV57232,No,0,910,7,130,0,7,130,0,76
PRV57233,No,500,41920,140,299,4,58,723,9,75
PRV57234,No,9702,89100,24,3713,404,23,3874,422,73
PRV57235,No,3204,27410,15,1827,214,13,2108,246,78
PRV57236,No,270,19170,87,220,3,39,492,7,74
PRV57238,No,1168,16940,45,376,26,29,584,40,72
PRV57239,No,50,6180,28,221,2,19,325,3,71
PRV57240,No,310,24790,72,344,4,31,800,10,72
PRV57241,No,100,26180,59,444,2,44,595,2,76
PRV57242,No,230,31900,103,310,2,44,725,5,77
PRV57244,No,0,610,4,153,0,4,153,0,69
PRV57245,No,570,32790,92,356,6,27,1214,21,75
PRV57246,No,0,4100,6,683,0,6,683,0,79
PRV57247,No,0,960,11,87,0,9,107,0,70
PRV57248,No,0,220,6,37,0,6,37,0,84
PRV57250,No,100,12760,23,555,4,16,798,6,79
PRV57251,No,14952,156000,15,10400,997,14,11143,1068,74
PRV57252,No,3204,18000,3,6000,1068,3,6000,1068,83
PRV57253,No,210,10910,44,248,5,36,303,6,74
PRV57255,No,280,6890,34,203,8,23,300,12,70
PRV57256,No,0,1890,8,236,0,8,236,0,74
PRV57257,No,210,4920,17,289,12,11,447,19,68
PRV57259,No,180,16450,48,343,4,38,433,5,71
PRV57261,No,0,1600,10,160,0,9,178,0,73
PRV57262,No,80,4160,24,173,3,16,260,5,73
PRV57263,No,10,30130,52,579,0,22,1370,0,68
PRV57264,No,80,2760,8,345,10,6,460,13,79
PRV57265,No,0,200,1,200,0,1,200,0,70
PRV57266,No,60,9860,34,290,2,32,308,2,76
PRV57269,No,250,5320,37,144,7,17,313,15,77
PRV57270,No,0,1000,9,111,0,9,111,0,83
PRV57272,No,0,8770,25,351,0,18,487,0,74
PRV57273,No,0,1090,9,121,0,6,182,0,73
PRV57274,No,0,130,4,33,0,4,33,0,65
PRV57275,No,230,11330,61,186,4,41,276,6,76
PRV57276,No,40,4500,13,346,3,9,500,4,70
PRV57277,No,0,1250,7,179,0,7,179,0,71
PRV57278,No,90,950,7,136,13,7,136,13,80
PRV57280,No,0,170,3,57,0,3,57,0,77
PRV57282,Yes,0,8350,41,204,0,25,334,0,76
PRV57283,No,0,900,1,900,0,1,900,0,75
PRV57284,Yes,20292,161570,23,7025,882,22,7344,922,68
PRV57285,No,7476,83000,8,10375,935,8,10375,935,81
PRV57286,No,0,20,2,10,0,2,10,0,78
PRV57287,No,330,80390,289,278,1,107,751,3,74
PRV57288,No,400,27650,93,297,4,47,588,9,74
PRV57289,No,30,5830,10,583,3,7,833,4,67
PRV57290,No,2136,55000,2,27500,1068,2,27500,1068,92
PRV57291,No,0,1400,3,467,0,3,467,0,70
PRV57293,No,12816,100000,12,8333,1068,10,10000,1282,69
PRV57294,No,2136,12000,2,6000,1068,2,6000,1068,76
PRV57295,Yes,14952,173000,14,12357,1068,13,13308,1150,66
PRV57297,Yes,8544,53000,8,6625,1068,8,6625,1068,74
PRV57298,No,3204,14000,3,4667,1068,3,4667,1068,73
PRV57299,No,6408,40000,6,6667,1068,6,6667,1068,74
PRV57301,No,4472,42090,32,1315,140,32,1315,140,75
PRV57302,No,2136,14160,4,3540,534,4,3540,534,77
PRV57303,No,11818,116860,105,1113,113,92,1270,128,73
PRV57304,No,3434,68540,93,737,37,32,2142,107,74
PRV57305,No,2570,175750,675,260,4,343,512,7,72
PRV57306,Yes,4860,629460,2315,272,2,1407,447,3,73
PRV57307,No,12816,141740,38,3730,337,35,4050,366,74
PRV57308,No,0,3100,6,517,0,6,517,0,73
PRV57309,No,12816,108260,35,3093,366,35,3093,366,76
PRV57310,Yes,68452,673420,122,5520,561,99,6802,691,72
PRV57311,No,1030,85340,338,252,3,158,540,7,71
PRV57312,Yes,1310,91320,334,273,4,137,667,10,76
PRV57313,No,1640,101970,402,254,4,328,311,5,75
PRV57314,No,0,15270,48,318,0,46,332,0,71
PRV57315,No,0,5960,22,271,0,22,271,0,71
PRV57316,No,40684,384920,85,4528,479,78,4935,522,78
PRV57317,Yes,90134,926330,458,2023,197,352,2632,256,74
PRV57318,No,330,44180,150,295,2,131,337,3,75
PRV57319,No,17538,177460,279,636,63,254,699,69,74
PRV57320,No,10730,104310,38,2745,282,38,2745,282,72
PRV57321,No,16190,181460,84,2160,193,60,3024,270,71
PRV57322,No,7686,60790,33,1842,233,31,1961,248,73
PRV57324,No,23676,213550,117,1825,202,112,1907,211,74
PRV57325,No,120,11580,41,282,3,39,297,3,75
PRV57326,No,5340,37000,5,7400,1068,5,7400,1068,67
PRV57327,No,0,190,3,63,0,3,63,0,85
PRV57328,No,170,5360,38,141,4,38,141,4,74
PRV57329,No,60,11470,36,319,2,35,328,2,74
PRV57330,No,11888,75570,34,2223,350,28,2699,425,78
PRV57331,No,17298,217200,141,1540,123,128,1697,135,72
PRV57332,No,180,22560,98,230,2,89,253,2,73
PRV57333,No,2820,291020,1004,290,3,723,403,4,73
PRV57334,No,39666,450080,68,6619,583,60,7501,661,73
PRV57335,Yes,5204,284670,807,353,6,306,930,17,75
PRV57336,No,710,28220,135,209,5,117,241,6,74
PRV57339,No,1390,105130,458,230,3,187,562,7,73
PRV57340,No,17118,204360,41,4984,418,39,5240,439,72
PRV57341,Yes,80730,816350,177,4612,456,158,5167,511,71
PRV57343,No,70,37090,75,495,1,55,674,1,70
PRV57344,Yes,28060,428700,480,893,58,189,2268,148,74
PRV57345,Yes,43798,465320,88,5288,498,82,5675,534,74
PRV57346,No,1690,150430,532,283,3,447,337,4,74
PRV57347,No,18406,145560,145,1004,127,141,1032,131,74
PRV57348,No,2910,255770,920,278,3,638,401,5,73
PRV57350,No,9842,71390,46,1552,214,41,1741,240,71
PRV57351,No,220,20180,34,594,6,32,631,7,73
PRV57352,No,3254,25050,44,569,74,41,611,79,75
PRV57354,No,0,8510,22,387,0,21,405,0,69
PRV57355,No,190,16240,34,478,6,21,773,9,79
PRV57356,No,240,23570,67,352,4,25,943,10,64
PRV57357,No,16020,114700,16,7169,1001,13,8823,1232,79
PRV57358,No,100,12200,77,158,1,32,381,3,75
PRV57359,No,200,34390,102,337,2,67,513,3,75
PRV57361,No,60,18790,60,313,1,32,587,2,74
PRV57363,No,40,400,2,200,20,2,200,20,74
PRV57364,No,3204,42650,10,4265,320,9,4739,356,73
PRV57365,No,490,57260,183,313,3,84,682,6,74
PRV57366,No,0,4960,12,413,0,7,709,0,80
PRV57367,No,80,8070,11,734,7,8,1009,10,81
PRV57368,No,0,3500,22,159,0,22,159,0,72
PRV57369,No,11948,119350,28,4263,427,27,4420,443,72
PRV57371,No,0,70,1,70,0,1,70,0,69
PRV57372,No,16220,123750,32,3867,507,28,4420,579,71
PRV57373,No,0,800,2,400,0,2,400,0,71
PRV57374,No,0,800,6,133,0,5,160,0,75
PRV57375,No,6568,72220,81,892,81,35,2063,188,70
PRV57376,No,0,5060,20,253,0,18,281,0,67
PRV57378,No,120,6780,35,194,3,29,234,4,72
PRV57379,No,3204,56380,28,2014,114,26,2168,123,68
PRV57380,No,330,22880,87,263,4,64,358,5,75
PRV57381,No,100,18640,49,380,2,12,1553,8,77
PRV57382,No,4542,99810,79,1263,57,45,2218,101,75
PRV57385,No,250,21930,90,244,3,41,535,6,70
PRV57386,No,0,300,1,300,0,1,300,0,72
PRV57388,No,100,1660,9,184,11,7,237,14,73
PRV57389,No,0,3810,6,635,0,4,953,0,77
PRV57390,No,190,10840,55,197,3,42,258,5,73
PRV57391,No,0,4780,19,252,0,13,368,0,75
PRV57392,No,0,70,2,35,0,2,35,0,77
PRV57393,No,0,2800,5,560,0,5,560,0,74
PRV57394,No,0,6630,16,414,0,15,442,0,70
PRV57396,No,0,0,1,0,0,1,0,0,67
PRV57397,No,7476,65000,7,9286,1068,7,9286,1068,73
PRV57398,No,3204,50600,3,16867,1068,3,16867,1068,57
PRV57399,No,1068,57000,1,57000,1068,1,57000,1068,58
PRV57400,No,8544,67000,8,8375,1068,6,11167,1424,77
PRV57401,No,8544,65000,8,8125,1068,8,8125,1068,76
PRV57402,No,0,20,1,20,0,1,20,0,72
PRV57403,No,16020,172000,15,11467,1068,13,13231,1232,74
PRV57404,No,8634,74250,46,1614,188,43,1727,201,70
PRV57405,No,100,5690,32,178,3,27,211,4,76
PRV57406,No,48060,505460,68,7433,707,58,8715,829,74
PRV57407,No,660,62860,217,290,3,103,610,6,72
PRV57408,No,110,8650,55,157,2,50,173,2,75
PRV57409,Yes,25632,218620,71,3079,361,64,3416,401,71
PRV57410,No,550,57710,241,239,2,125,462,4,72
PRV57411,No,210,8560,29,295,7,27,317,8,74
PRV57412,No,10892,150380,298,505,37,107,1405,102,70
PRV57413,No,70,18030,52,347,1,31,582,2,69
PRV57414,No,19224,215460,28,7695,687,25,8618,769,76
PRV57415,No,420,39090,86,455,5,41,953,10,71
PRV57416,No,0,1200,7,171,0,6,200,0,70
PRV57417,No,0,2620,9,291,0,9,291,0,75
PRV57419,No,100,4900,17,288,6,17,288,6,67
PRV57421,No,350,8080,35,231,10,33,245,11,73
PRV57422,No,410,33620,104,323,4,60,560,7,76
PRV57423,No,320,21380,47,455,7,41,521,8,74
PRV57424,No,0,11890,38,313,0,28,425,0,70
